unitid,unitname,timeperiod,mealname,fcst_custcount,served_custcount,sold_custcount,srvcrsname,itemname,fcst_prtnsize,served_prtnsize,sold_prtnsize,itemuofm1_intid,fcst_prtncount,itemuofm2_intid,served_prtncount,itemuofm3_intid,sold_prtncount,fcst_price,served_price,sold_price,eventdate,item_intid,eventlist_intid,itemxa_intid,itemevent_intid,itemgroup,groupseq,source,sortorder1,servicecourse_intid,day_fcstcount,total_fcstcount,day_servedcount,total_servedcount,day_soldcount,total_soldcount,serving_utensil,serving_pan,codesort,tempcoursecount,srvcoursecount,courseselect,F44
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,HONOR G GRILL,BBQ Sauce,(1 Oz),(1 Oz),(1 Oz),60405,128,60405,128,60405,128,0.08,0.08,0.08,8/2/2012 0:00,12057,11440667,29518,151176,,,,90562.5,53,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,HONOR G GRILL,V*Frank's Hot Sauce  ,(1 Oz),(1 Oz),(1 Oz),69275,128,69275,128,69275,128,0.08,0.08,0.08,8/2/2012 0:00,14308,11440669,34259,151176,,,,90625,53,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,HONOR G GRILL,Honey Mustard Sauce,(1 Oz),(1 Oz),(1 Oz),60410,128,60410,128,60410,128,0.1,0.1,0.1,8/2/2012 0:00,12058,11440670,29519,151176,,,,90750,53,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,HONOR G GRILL,Char Grilled Hamburger,Sandwich,Sandwich,Sandwich,47478,70,47478,70,47478,70,0.71,0.71,0.71,8/2/2012 0:00,8957,11440678,22115,151176,,,,91000,53,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,HONOR G GRILL,SEASONED CURLY FRIES,(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),8184,380,8184,380,8184,380,0.25,0.25,0.25,8/2/2012 0:00,4288,11440679,4288,151176,,,,92000,53,2420,1066,2420,1066,2420,1066,TONGS                    ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PASTA BAR,V*Marinara Sauce,Gallon,Gallon,Gallon,60498,4,60498,4,60498,4,5.55,5.55,5.55,8/2/2012 0:00,12089,11440651,29575,151176,,,,93000,56,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PASTA BAR,V*Ziti Pasta ,4 Oz Portion,4 Oz Portion,4 Oz Portion,51442,140,51442,140,51442,140,0.11,0.11,0.11,8/2/2012 0:00,7338,11440680,19926,151176,,,,94000,56,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PASTA BAR,V*Spicy Tomato Olive Sauce,(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),58114,32,58114,32,58114,32,0.21,0.21,0.21,8/2/2012 0:00,11382,11440655,27581,151176,,,,95000,56,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PIZZA PARLOR,Sausage Pizza,(8 Slice),(8 Slice),(8 Slice),48031,120,48031,120,48031,120,0.39,0.39,0.39,8/2/2012 0:00,6428,11440658,18843,151176,,,,96000,55,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PIZZA PARLOR,OL*CHEESE PIZZA,(8 Slice),(8 Slice),(8 Slice),47995,80,47995,80,47995,80,0.29,0.29,0.29,8/2/2012 0:00,5319,11440666,16913,151176,,,,97000,55,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PIZZA PARLOR,PEPPERONI PIZZA,(8 Slice),(8 Slice),(8 Slice),48022,88,48022,88,48022,88,0.25,0.25,0.25,8/2/2012 0:00,5320,11440676,16914,151176,,,,98000,55,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PLAT DU JOUR,OL*Garden Vegetable Lasagna,(24 Cut),(24 Cut),(24 Cut),59597,672,59597,672,59597,672,0.55,0.55,0.55,8/2/2012 0:00,11870,11440652,28875,151176,,,,99000,54,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PLAT DU JOUR,V*GREEN PEAS,3 OZ,3 OZ,3 OZ,5357,243,5357,243,5357,243,0.2,0.2,0.2,8/2/2012 0:00,3585,11440668,3585,151176,,,,100000,54,2420,1066,2420,1066,2420,1066,PERFORATED SPOON         ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,PLAT DU JOUR,V*CRINKLE CUT CARROTS,3 OZ,3 OZ,3 OZ,5337,236,5337,236,5337,236,0.16,0.16,0.16,8/2/2012 0:00,3565,11440672,3565,151176,,,,101000,54,2420,1066,2420,1066,2420,1066,PERFORATED SPOON         ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,SOUPS                    ,Homemade Beef & Noodle Soup,(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),63028,0,63028,0,63028,0,0.24,0.24,0.24,8/2/2012 0:00,12756,11440674,30738,151176,,,,102000,1,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,SOUPS                    ,V*Vegetarian Vegetable Soup ,(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),36040,0,36040,0,36040,0,0.34,0.34,0.34,8/2/2012 0:00,6606,11440675,19097,151176,,,,103000,1,2420,1066,2420,1066,2420,1066,4 OZ LADLE               ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,STIR FRY STATION,Sweet and Sour Chicken ,7.5 Oz Portion,7.5 Oz Portion,7.5 Oz Portion,49528,130,49528,130,49528,130,0.55,0.55,0.55,8/2/2012 0:00,4676,11440677,16093,151176,,,,104000,52,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,STIR FRY STATION,V*STEAMED WHITE RICE,(3 Oz Portion),(3 Oz Portion),(3 Oz Portion),47729,140,47729,140,47729,140,0.01,0.01,0.01,8/2/2012 0:00,9014,11440657,22186,151176,,,,106000,52,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,VEGAN SPECIAL,V*Hoppin' John    ,(5 Oz Portion),(5 Oz Portion),(5 Oz Portion),70514,70,70514,70,70514,70,0.45,0.45,0.45,8/2/2012 0:00,14633,11465774,35242,151176,,,,106500,60,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,VEGAN SPECIAL,V*STEAMED WHITE RICE,(3 Oz Portion),(3 Oz Portion),(3 Oz Portion),8315,90,8315,90,8315,90,0.01,0.01,0.01,8/2/2012 0:00,3735,11440662,3735,151176,,,,107250,60,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,VEGAN SPECIAL,V*Candied Carrots & Tstd Rye Berries   ,(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),68801,120,68801,120,68801,120,0.21,0.21,0.21,8/2/2012 0:00,14216,11440661,33958,151176,,,,107500,60,2420,1066,2420,1066,2420,1066,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,BREADS                   ,OL*GARLIC TOAST,SLICES,SLICES,SLICES,5416,900,5416,900,5416,900,0.15,0.15,0.15,8/2/2012 0:00,3642,11440656,3642,151176,,,,110000,7,2420,1066,2420,1066,2420,1066,TONGS                    ,,7,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,DESSERTS                 ,V*Southern Berry Cobbler,(5 X 6 Cut),(5 X 6 Cut),(5 X 6 Cut),62590,0,62590,0,62590,0,0.31,0.31,0.31,8/2/2012 0:00,12642,11440659,30486,151176,,,,111000,8,2420,1066,2420,1066,2420,1066,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,300,DINNER    ,1066,1066,1066,DESSERTS                 ,OL*Red Velvet Cupcakes w/Cr Ch Frosting,Cupcake,Cupcake,Cupcake,62334,548,62334,548,62334,548,0.19,0.19,0.19,8/2/2012 0:00,12585,11440664,30335,151176,,,,112000,8,2420,1066,2420,1066,2420,1066,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,BREAKFAST PASTRY,OL*Chocolate Croissant,(1 Croissant),(1 Croissant),(1 Croissant),64600,192,64600,192,64600,192,0.36,0.36,0.36,8/3/2012 0:00,13175,11468409,31822,151163,,,,500,40,2374,545,2374,545,2374,545,TONGS                    ,TONGS                    ,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,BREAKFAST PASTRY,OL*Homemade Ring Donuts,Yeast Ring Donut,Yeast Ring Donut,Yeast Ring Donut,55351,110,55351,110,55351,110,0.16,0.16,0.16,8/3/2012 0:00,10887,11492824,26173,151163,,,,625,40,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,EGG STATION,OL*EGGS TO ORDER,2 EGGS,2 EGGS,2 EGGS,6079,201,6079,201,6079,201,0.17,0.17,0.17,8/3/2012 0:00,4279,11440245,4279,151163,,,,2000,63,2374,545,2374,545,2374,545,GRILL TURNER             ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,EGG STATION,OL*Liquid Eggs To Order,2 Eggs/1/3 Cup,2 Eggs/1/3 Cup,2 Eggs/1/3 Cup,32116,7,32116,7,32116,7,0.19,0.19,0.19,8/3/2012 0:00,5740,11440238,17961,151163,,,,3000,63,2374,545,2374,545,2374,545,GRILL TURNER             ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,EGG STATION,OL*Egg Beaters To Order,2 Eggs/1/3 Cup,2 Eggs/1/3 Cup,2 Eggs/1/3 Cup,32115,3,32115,3,32115,3,0.39,0.39,0.39,8/3/2012 0:00,5741,11440248,17962,151163,,,,4000,63,2374,545,2374,545,2374,545,GRILL TURNER             ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,GLUTEN FREE,OL*Berry Banana Smoothie ,Berry Ban Smoothie,Berry Ban Smoothie,Berry Ban Smoothie,58143,1,58143,1,58143,1,0.88,0.88,0.88,8/3/2012 0:00,11501,11440239,27818,151163,,,,5000,73,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,GLUTEN FREE,OL*Strawberry Smoothie ,Strawberry Smoothie,Strawberry Smoothie,Strawberry Smoothie,58137,1,58137,1,58137,1,0.67,0.67,0.67,8/3/2012 0:00,11500,11440255,27817,151163,,,,6000,73,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,GLUTEN FREE,OL*Peach Smoothie ,Peach Smoothie,Peach Smoothie,Peach Smoothie,58133,1,58133,1,58133,1,0.69,0.69,0.69,8/3/2012 0:00,11499,11440259,27816,151163,,,,7000,73,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,GLUTEN FREE,V*PICANTE SAUCE,1 OZ LADLE,1 OZ LADLE,1 OZ LADLE,5046,1,5046,1,5046,1,0.05,0.05,0.05,8/3/2012 0:00,3319,11440241,3319,151163,,,,8000,73,2374,545,2374,545,2374,545,1 OZ LADLE               ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,GLUTEN FREE,LINK SAUSAGES,2 LINKS,2 LINKS,2 LINKS,5304,24,5304,24,5304,24,0.31,0.31,0.31,8/3/2012 0:00,3532,11440257,3532,151163,,,,9000,73,2374,545,2374,545,2374,545,TONGS                    ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,GLUTEN FREE,OL*SCRAMBLED EGGS,2.66 Oz Portion,2.66 Oz Portion,2.66 Oz Portion,32631,15,32631,15,32631,15,0.17,0.17,0.17,8/3/2012 0:00,3627,11440263,3627,151163,,,,10000,73,2374,545,2374,545,2374,545,SOLID SPOON              ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,ICE CREAM DREAM,OL*WHIPPED TOPPING,(32 Ounces),(32 Ounces),(32 Ounces),39459,4,39459,4,39459,4,3.82,3.82,3.82,8/3/2012 0:00,3367,11440249,3367,151163,,,,11000,62,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,ICE CREAM DREAM,Belgian Waffle Bar,Recipe,Recipe,Recipe,56381,1,56381,1,56381,1,64.7,64.7,64.7,8/3/2012 0:00,11136,11440244,26915,151163,,,,12000,62,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,PLAT DU JOUR,OL*SCRAMBLED EGGS,2.66 Oz Portion,2.66 Oz Portion,2.66 Oz Portion,32631,320,32631,320,32631,320,0.17,0.17,0.17,8/3/2012 0:00,3627,11440242,3627,151163,,,,13000,54,2374,545,2374,545,2374,545,SOLID SPOON              ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,PLAT DU JOUR,V*PICANTE SAUCE,1 OZ LADLE,1 OZ LADLE,1 OZ LADLE,5046,1,5046,1,5046,1,0.05,0.05,0.05,8/3/2012 0:00,3319,11440250,3319,151163,,,,14000,54,2374,545,2374,545,2374,545,1 OZ LADLE               ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,PLAT DU JOUR,LINK SAUSAGES,2 LINKS,2 LINKS,2 LINKS,5304,320,5304,320,5304,320,0.31,0.31,0.31,8/3/2012 0:00,3532,11440265,3532,151163,,,,15000,54,2374,545,2374,545,2374,545,TONGS                    ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,PLAT DU JOUR,OL*APPLE PANCAKES,1 PANCAKES,1 PANCAKES,1 PANCAKES,5404,280,5404,280,5404,280,0.14,0.14,0.14,8/3/2012 0:00,3630,11440261,3630,151163,,,,16000,54,2374,545,2374,545,2374,545,TONGS                    ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,PLAT DU JOUR,V*MAPLE SYRUP,1 OZ LADLE,1 OZ LADLE,1 OZ LADLE,5511,1,5511,1,5511,1,0.04,0.04,0.04,8/3/2012 0:00,408,11440253,409,151163,,,,17000,54,2374,545,2374,545,2374,545,1 OZ LADLE               ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,SMOOTHIE BAR,OL*Peach Smoothie ,Peach Smoothie,Peach Smoothie,Peach Smoothie,58133,64,58133,64,58133,64,0.69,0.69,0.69,8/3/2012 0:00,11499,11440256,27816,151163,,,,18000,70,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,SMOOTHIE BAR,OL*Strawberry Smoothie ,Strawberry Smoothie,Strawberry Smoothie,Strawberry Smoothie,58137,88,58137,88,58137,88,0.67,0.67,0.67,8/3/2012 0:00,11500,11440251,27817,151163,,,,19000,70,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,SMOOTHIE BAR,OL*Berry Banana Smoothie ,Berry Ban Smoothie,Berry Ban Smoothie,Berry Ban Smoothie,58143,64,58143,64,58143,64,0.88,0.88,0.88,8/3/2012 0:00,11501,11440246,27818,151163,,,,20000,70,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,100,BREAKFAST,545,545,545,SMOOTHIE BAR,V*Vegetable/ Vegan Smoothie ,Veg Vegan Smoothie,Veg Vegan Smoothie,Veg Vegan Smoothie,58150,0,58150,0,58150,0,0.49,0.49,0.49,8/3/2012 0:00,11503,11440254,27820,151163,,,,21000,70,2374,545,2374,545,2374,545,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,200,LUNCH     ,1020,1020,1020,8TH AVE DELI BREAD,OL*Wheat Sub Roll ,Half Loaf,Half Loaf,Half Loaf,52793,196,52793,196,52793,196,0.18,0.18,0.18,8/3/2012 0:00,9568,11440485,22829,151170,,,,29000,66,2374,1020,2374,1020,2374,1020,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,200,LUNCH     ,1020,1020,1020,8TH AVE DELI BREAD,OL*White Sub Roll,Half Loaf,Half Loaf,Half Loaf,52794,62,52794,62,52794,62,0.21,0.21,0.21,8/3/2012 0:00,9567,11440499,22828,151170,,,,30000,66,2374,1020,2374,1020,2374,1020,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,200,LUNCH     ,1020,1020,1020,GLUTEN FREE,V*STEAMED BROWN RICE,(3 Oz Portion),(3 Oz Portion),(3 Oz Portion),7391,12,7391,12,7391,12,0.06,0.06,0.06,8/3/2012 0:00,3569,11440498,3569,151170,,,,31000,73,2374,1020,2374,1020,2374,1020,#16 SCOOP (2 OZ)         ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
165,MARKETPLACE DINING - S,200,LUNCH     ,1020,1020,1020,GLUTEN FREE,V*Portabella and White Bean Cassoulet,(8 Oz Portion),(8 Oz Portion),(8 Oz Portion),61642,12,61642,12,61642,12,1.69,1.69,1.69,8/3/2012 0:00,12430,11440481,30033,151170,,,,32000,73,2374,1020,2374,1020,2374,1020,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
